Område- och stationsnummer;Stationens namn;Datum för mätning;Grundvattennivå (cm u. röröverkant);Grundvattennivå (m ö.h.);Grundvattennivå (m under markyta);Startdatum för mätning;Slutdatum för mätning;Jordart;Akvifertyp;Topografiskt läge;Referensnivå för röröverkant (m ö.h.);Rörhöjd ovan mark (m);Total rörlängd (m);Metod för mätning;Kommunkod;EUCD för grundvattenförekomst;N;E;Nivåmätningskvalitet
52_2;Kungsbacka_2;2020-09-05 20:00:00;294.70;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-06 00:00:00;293.90;51.19;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-06 04:00:00;293.30;51.20;1.78;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-06 08:00:00;293.50;51.20;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-06 12:00:00;295.70;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-06 16:00:00;296.60;51.16;1.82;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-06 20:00:00;296.10;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-07 00:00:00;295.10;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-07 04:00:00;294.50;51.19;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-07 08:00:00;293.90;51.19;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-07 12:00:00;296.70;51.16;1.82;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-07 16:00:00;297.70;51.15;1.83;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-07 20:00:00;297.00;51.16;1.82;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-08 00:00:00;296.30;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-08 04:00:01;294.60;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-08 08:00:01;293.50;51.20;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-08 12:00:00;295.00;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-08 16:00:00;296.50;51.17;1.82;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-08 20:00:00;295.90;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-09 00:00:00;295.00;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-09 03:58:27;294.10;51.19;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-09 08:00:01;292.80;51.20;1.78;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-09 12:00:00;291.90;51.21;1.77;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-09 16:00:00;293.00;51.20;1.78;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-09 20:00:00;292.80;51.20;1.78;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-10 00:00:00;292.20;51.21;1.77;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-10 04:00:00;291.90;51.21;1.77;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-10 08:00:00;292.40;51.21;1.77;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-10 12:00:00;294.70;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-10 16:00:00;296.00;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-10 20:00:00;295.80;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-11 00:00:00;294.90;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-11 04:00:00;294.30;51.19;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-11 08:00:00;294.20;51.19;1.79;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-11 12:00:00;296.30;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-11 16:00:00;297.10;51.16;1.82;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-11 20:00:00;296.30;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-12 00:00:00;295.70;51.17;1.81;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-12 04:00:00;294.70;51.18;1.80;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-12 08:00:00;293.10;51.20;1.78;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-12 12:00:00;290.50;51.23;1.76;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-12 16:00:00;289.20;51.24;1.74;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-12 20:00:00;289.00;51.24;1.74;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-13 00:00:00;288.30;51.25;1.73;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-13 04:00:00;287.70;51.25;1.73;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-13 08:00:00;287.30;51.26;1.72;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-13 12:00:00;286.50;51.27;1.72;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-13 16:00:00;285.20;51.28;1.70;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-13 20:00:00;284.60;51.28;1.70;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-14 00:00:00;284.00;51.29;1.69;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-14 04:00:00;283.50;51.30;1.69;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-14 08:00:00;283.20;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-14 12:00:00;283.10;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-14 16:00:00;283.60;51.29;1.69;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-14 20:00:00;282.70;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-15 00:00:00;282.20;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-15 04:00:00;281.70;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-15 08:00:00;281.40;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-15 12:00:00;281.00;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-15 16:00:00;281.50;51.32;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-15 20:00:00;281.00;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-16 00:00:00;280.50;51.33;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-16 04:00:01;280.20;51.33;1.65;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-16 08:00:01;279.90;51.33;1.65;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-16 12:00:00;279.80;51.33;1.65;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-16 16:00:00;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-16 20:00:00;281.80;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-17 00:00:00;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-17 04:00:00;281.30;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-17 08:00:00;281.20;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-17 12:00:00;282.70;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-17 16:00:00;283.40;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-17 20:00:00;282.90;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-18 00:00:00;282.20;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-18 04:00:01;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-18 08:00:01;281.40;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-18 12:00:00;282.60;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-18 16:00:00;283.20;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-18 20:00:00;282.70;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-19 00:00:00;282.10;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-19 04:00:00;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-19 08:00:00;281.30;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-19 12:00:00;281.80;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-19 16:00:00;282.80;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-19 20:00:00;282.20;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-20 00:00:00;281.90;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-20 04:00:00;281.50;51.32;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-20 08:00:00;281.20;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-20 12:00:00;281.30;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-20 16:00:00;282.10;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-20 20:00:00;281.90;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-21 00:00:00;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-21 04:00:00;281.30;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-21 08:00:00;281.10;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-21 12:00:00;281.20;51.32;1.66;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-21 16:00:00;281.70;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-21 20:00:00;281.90;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-22 00:00:00;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-22 04:00:01;281.60;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-22 08:00:00;281.70;51.31;1.67;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-22 12:00:00;283.00;51.30;1.68;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
52_2;Kungsbacka_2;2020-09-22 16:00:00;284.00;51.29;1.69;1970-08-13;;morän;jord , öppet magasin;inströmningsområde;54.13;1.15;6.95;logger;1481;;6383838;321755;enstaka avvikelser från naturliga tidsvariationer, t.ex. ibland torrt eller fruset rör
